DS18406	vHMEC	Breast_vHMEC	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18406.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18438.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	H3K27me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K27me3.RM035_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	H3K36me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K36me3.RM035_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K4me1.RM035.HS1994_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K4me1.RM035.HS2618_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K4me3.RM035.HS2615_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18406	vHMEC	Breast_vHMEC	ROADMAP	H3K9me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K9me3.RM035.HS2617_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18406.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.Breast_vHMEC.ChromatinAccessibility.RM035.DS18438.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	H3K27me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K27me3.RM035_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	H3K36me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K36me3.RM035_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K4me1.RM035.HS1994_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K4me1.RM035.HS2618_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K4me3.RM035.HS2615_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS18438	vHMEC	Breast_vHMEC	ROADMAP	H3K9me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UCSF-UBC.Breast_vHMEC.H3K9me3.RM035.HS2617_VS_UCSF-UBC.Breast_vHMEC.Input.RM035.HS1995.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	H3K27ac	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.H3K27ac.RO_01721.Histone.DS22926_VS_UW.CD14_Primary_Cells.Input.RO_01701.Histone.DS21627.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	H3K27me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.H3K27me3.RO_01721.Histone.DS22405_VS_UW.CD14_Primary_Cells.Input.RO_01701.Histone.DS21627.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	H3K36me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.H3K36me3.RO_01721.Histone.DS22406_VS_UW.CD14_Primary_Cells.Input.RO_01701.Histone.DS21627.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	H3K4me1	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.H3K4me1.RO_01721.Histone.DS22403_VS_UW.CD14_Primary_Cells.Input.RO_01701.Histone.DS21627.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	H3K4me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.H3K4me3.RO_01701.Histone.DS21707_VS_UW.CD14_Primary_Cells.Input.RO_01701.Histone.DS21627.fc.signal.bigwig
DS17391	CD14	CD14_Primary_Cells	ROADMAP	H3K9me3	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.H3K9me3.RO_01721.Histone.DS22404_VS_UW.CD14_Primary_Cells.Input.RO_01701.Histone.DS21627.fc.signal.bigwig
DS17889	CD14	CD14_Primary_Cells	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01689.DS17391.fc.signal.bigwig
DS17889	CD14	CD14_Primary_Cells	ROADMAP	ChromatinAccessibility	http://www.broadinstitute.org/~anshul/projects/roadmap/signal/36bpReadLensFiltered/foldChange/UW.CD14_Primary_Cells.ChromatinAccessibility.RO_01701.DS17889.fc.signal.bigwig
